,0,1,2,3,4,5,6
161,2012-05-03 17:28:59,"We added 331 new employees in Q1, with ongoing investment in our team planned for the remainder of 2012. $ LNKD http:// dcl.sr/19m",5,4,,,Announcement
162,2012-05-03 17:28:47,Users have uploaded more than 9M presentations to SlideShare & the platform had ~29M monthly unique visitors. $ LNKD http:// dcl.sr/19k,4,0,,,Announcement
163,2012-05-03 17:27:44,"Lastly, we're excited to announce the acquisition of SlideShare, a leading professional content sharing community. http:// dcl.sr/19i",176,18,,,Announcement
164,2012-05-03 17:27:27,"In the last week of March, 22% of unique visiting members came from mobile devices, up from 8% YOY. $ LNKD http:// dcl.sr/19g",2,0,,,Announcement
165,2012-05-03 17:27:09,"Q1 engagement grew 37% to an average of 102.5M, reaching 107M in March. $ LNKD http:// dcl.sr/19U",3,0,,,Announcement
166,2012-05-03 17:26:55,"Today, 61% of LinkedIn members are now from international markets. $ LNKD http:// dcl.sr/19S",7,1,,,Announcement
167,2012-05-03 17:26:41,Cumulative membership grew 58% YOY to 161M members at the end of Q1 as we continue to add ~ 2 members / second. $ LNKD http:// dcl.sr/19Q,14,0,,,Announcement
168,2012-05-03 17:26:26,"For Q1, overall revenues grew 101% to a record $188M, marking the 7th straight quarter with revenues doubling. $ LNKD http:// dcl.sr/19O",16,1,,,Announcement
169,2012-05-03 17:26:09,"Our CEO, @jeffweiner , led the call with CFO Steve Sordello. In the meanwhile, check out more details here. http:// stks.co/3f8G $ LNKD",1,1,@jeffweiner,,Reply
170,2012-05-03 17:25:25,We'll be sharing the key highlights from our earnings call shortly. Stay tuned for more. $ LNKD http:// dcl.sr/19G,3,1,,,Announcement
171,2012-05-02 14:26:09,"LinkedIn for iPad: @phegaro shares his thoughts with VentureBeat on HTML5 vs. native, node.js, and responsive design. http:// venturebeat.com/2012/05/02/lin kedin-ipad-app-engineering/#s:1-linkedin-ipad …",27,12,@phegaro,#s,Reply
172,2012-05-02 14:33:17,10 Tips For Keeping Your LinkedIn and Business Connections Fresh http:// bit.ly/In5CdH (via @fastcompany ),35,20,@fastcompany,,Reply
173,2012-05-02 13:41:47,9 Smart Negotiating Tips @SelenaRezvani Just Gave LinkedIn Employees http:// read.bi/JpILMp (via @businessinsider ) #inDay,12,11,@SelenaRezvani @businessinsider,#inDay,Reply
174,2012-05-02 12:03:51,The site is back up and running! Thanks for your patience and feel free to tweet us if you are still having any issues accessing the site.,9,2,,,Announcement
175,2012-05-02 11:02:30,Some of you may be experiencing intermittent problems with the site. Our team is aware of it and are working on it right now. Stay tuned.,24,2,,,Announcement
176,2012-05-01 19:47:41,5 Tips to Build and Grow Your #LinkedIn Network via @smexaminer . What are your best tips? http:// ow.ly/aDJI9,26,21,@smexaminer,#LinkedIn,Reply
177,2012-05-01 16:33:07,"Agree or disagree? ""Regardless of your job description, your real job is to make your boss successful."" http:// ow.ly/aDwFJ (via @Inc )",45,9,@Inc,,Reply
178,2012-05-01 14:36:52,"""5 LinkedIn Features You May Not (But Should) Know About"" on @CIOonline http:// ow.ly/aDnfu (via @KristaCanfield )",20,17,@CIOonline @KristaCanfield,,Reply
179,2012-04-30 11:59:30,"What do women care about at work? The issues, trends and stories worth talking about in our new Special Edition http:// linkd.in/ProWomenSE .",18,4,,,Announcement
180,2012-04-30 16:12:26,Are you using LinkedIn to help you find a job? Great tips for #jobseekers by @SusanAdamsNYC @Forbes . http:// ow.ly/aC521,37,31,@SusanAdamsNYC @Forbes,#jobseekers,Reply
181,2012-04-30 14:39:19,Citi and LinkedIn Launch “Connect: Professional Women’s Network”. Join to share your success stories! http:// ow.ly/aBWPn,18,2,,,Announcement
182,2012-04-30 13:06:59,Join us live NOW as @selenarezvani shares tips on becoming a fierce negotiator. http:// ow.ly/aBNt6 #inDay,3,2,@selenarezvani,#inDay,Reply
183,2012-04-30 12:04:44,Join us in 1 hour when author @selenarezvani shares negotiating tips at LinkedIn HQ. Tweet us any questions! http:// ow.ly/az7UG #inDay,10,2,@selenarezvani,#inDay,Reply
184,2012-04-27 17:01:39,What tools do you use to manage your career? Check out what @quixotic has to say related to the @StartUpofYou . http:// youtu.be/6xM3j4dMCaI,10,13,@quixotic @StartUpofYou,,Reply
185,2012-04-27 15:00:47,Great insights from @scootrous . RT @technorati : “What Do We Do with All This Data?” According to @LinkedIn http:// technorati.com/technology/art icle/what-do-we-do-with-all/ …,6,5,@scootrous @technorati @LinkedIn,,Reply
186,2012-04-27 13:30:53,"Join us live on Monday, 4/30 as author @selenarezvani shares tips on negotiating. Tweet us your questions. http:// ow.ly/aupxa #inday",5,0,@selenarezvani,#inday,Reply
187,2012-04-27 12:38:25,"""This is the year of the mobile professional."" ~ @deepnishar on CNBC discussing launch of LinkedIn for iPad. http:// ow.ly/ayUQE",30,1,@deepnishar,,Reply
188,2012-04-26 18:20:37,"""LinkedIn knocks it out of the park in terms of providing professionals with a simple visually stunning app."" http://www. cultofmac.com/163323/linkedi ns-new-ios-app-is-a-must-have/ … #ipadapp",36,8,,#ipadapp,Announcement
189,2012-04-26 14:46:26,"@connoredwards Nice, thanks!",2,0,@connoredwards,,Reply
190,2012-04-26 14:45:04,@TonyStocco Yes LinkedIn for iPad! We just launched it. Download & let us know what you think! http:// bit.ly/K9Nq6x,1,0,@TonyStocco,,Reply
191,2012-04-26 14:44:03,@bradleybclark We do now! We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@bradleybclark,,Reply
192,2012-04-26 14:43:23,@connoredwards We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,1,0,@connoredwards,,Reply
193,2012-04-26 14:42:38,@layer7__ It is here! We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,1,0,@layer7__,,Reply
194,2012-04-26 14:40:44,@thomjeff We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@thomjeff,,Reply
195,2012-04-26 14:36:52,"@twcau You asked for it, so we delivered! We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x",0,0,@twcau,,Reply
196,2012-04-26 14:34:12,@adrianbruce Did you download the iPad version of the app?,0,0,@adrianbruce,,Reply
197,2012-04-26 11:30:27,"“LinkedIn’s surprisingly sexy new iPad app shows this company gets mobile.” by @venturebeat http:// venturebeat.com/2012/04/25/lin kedin-sexy-say-what/#s:1-linkedin-ipad … , cc: @jolieodell",16,6,@venturebeat @jolieodell,#s,Reply
198,2012-04-26 11:00:28,"“LinkedIn gets new Android and iOS apps, with a spectacular iPad version. The iPad app is an absolute standout.” - @tnw http:// thenextweb.com/socialmedia/20 12/04/26/linkedin-gets-new-android-and-ios-apps-with-a-spectacular-ipad-version/ …",22,3,@tnw,,Reply
199,2012-04-26 10:40:27,Rise and Shine! Those of you who missed the news last night may wish to check out our brand new iPad app. http:// itunes.apple.com/us/app/linkedi n/id288429040?mt=8 …,104,23,,,Announcement
200,2012-04-26 10:22:15,We'll be tweeting out some of the reactions to our iPad app over the next few hours. @verge reviews the app here - http://www. theverge.com/2012/4/26/2976 292/linkedin-ipad-app-retina-graphics-calendar-syncing …,4,1,@verge,,Reply
201,2012-04-26 04:01:17,"Those of you who've stayed up late and are using an iPad, check out our newly launched iPad app. http:// blog.linkedin.com/2012/04/26/lin kedin-ipad/ …",39,6,,,Announcement
202,2012-04-26 00:59:46,@mediaguy It is a no brainer. We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,3,0,@mediaguy,,Reply
203,2012-04-26 00:52:18,@jkaufenberg Not really. We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@jkaufenberg,,Reply
204,2012-04-26 00:51:26,@g_p_design Check out our openings at http:// careers.linkedin.com .,0,1,@g_p_design,,Reply
205,2012-04-26 00:49:36,@stevenmanning Good timing. We actually just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@stevenmanning,,Reply
206,2012-04-26 00:47:17,@nahumg We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@nahumg,,Reply
207,2012-04-26 00:47:08,@CraigCamp Time to take us seriously ;) We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@CraigCamp,,Reply
208,2012-04-26 00:46:45,"@StephenTiano Actually, there is! We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x",0,1,@StephenTiano,,Reply
209,2012-04-26 00:46:20,@TonyaHallRadio We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@TonyaHallRadio,,Reply
210,2012-04-26 00:46:01,@dallant We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@dallant,,Reply
211,2012-04-26 00:45:44,@MeghaGhosh @irohan We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@MeghaGhosh @irohan,,Reply
212,2012-04-26 00:45:28,@bradberens We do now! We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@bradberens,,Reply
213,2012-04-26 00:44:58,@mumblr We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@mumblr,,Reply
214,2012-04-26 00:44:09,@adrianbruce We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@adrianbruce,,Reply
215,2012-04-26 00:43:58,@shahaakashp We do now! We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@shahaakashp,,Reply
216,2012-04-26 00:43:45,@paulruk We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@paulruk,,Reply
217,2012-04-26 00:43:29,@todompol07 We do now! We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@todompol07,,Reply
218,2012-04-26 00:43:18,@jayamyler We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,1,0,@jayamyler,,Reply
219,2012-04-26 00:43:03,@tomloverro We just launched LinkedIn for iPad. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@tomloverro,,Reply
220,2012-04-26 00:42:36,@CraigsArizona Couldn't agree more. Just launched LinkedIn for iPad tonight. Download it & let us know what you think! http:// bit.ly/K9Nq6x,0,0,@CraigsArizona,,Reply
221,2012-04-26 00:27:53,@daveixd Wanted you to be one of the first to know we launched LinkedIn for iPad. Let us know what you think! http:// bit.ly/K9Nq6x,0,0,@daveixd,,Reply
222,2012-04-26 00:27:37,@shiraabel Wanted you to be one of the first to know we launched LinkedIn for iPad. Let us know what you think! http:// bit.ly/K9Nq6x,0,0,@shiraabel,,Reply
223,2012-04-26 00:26:02,@duggiel Wanted you to be one of the first to know we launched LinkedIn for iPad. Let us know what you think! http:// bit.ly/K9Nq6x,0,0,@duggiel,,Reply
224,2012-04-26 00:13:59,For all you iPad users staying up late... Surprise! We just launched our iPad app. Download it now. http:// blog.linkedin.com/2012/04/26/lin kedin-ipad/ …,119,12,,,Announcement
225,2012-04-25 20:06:46,Know what you can do on LinkedIn? 13 things. Count 'em: http://www. businessinsider.com/how-to-use-lin kedin-2012-4 … via @businessinsider and @LinkedInToday,27,23,@businessinsider @LinkedInToday,,Reply
226,2012-04-25 19:35:04,Do you run a LinkedIn group? Sign up for our free webinar on Groups next Thursday! http:// learn.linkedin.com/training,17,13,,,Announcement
227,2012-04-25 12:23:41,"Companies are encouraging employees to doodle - presumably for creative solutions, and not the next Dilbert: http:// online.wsj.com/article/SB1000 1424052702303978104577362402264009714.html …",22,6,,,Announcement
228,2012-04-25 11:42:40,@lindsaybayuk Indeed :),0,0,@lindsaybayuk,,Reply
229,2012-04-25 11:42:04,@mani_nar Check out our open positions on our Careers site at http:// careers.linkedin.com / .,0,0,@mani_nar,,Reply
230,2012-04-25 11:34:27,"Help us help #interns ! When hiring entry level employees, what do you look for in their LinkedIn profiles?",13,4,,#interns,Announcement
231,2012-04-24 16:00:28,Author @selenarezvani will be sharing negotiation tips at LinkedIn HQ on 4/30 at 10am PT. Join us live at http:// ow.ly/auoKd . #inday,10,0,@selenarezvani,#inday,Reply
232,2012-04-24 13:47:33,@mmohideen @IARSprint Thanks for the support!,1,1,@mmohideen @IARSprint,,Reply
233,2012-04-24 13:33:38,PHOTOS: LinkedIn Hong Kong office is now open for business. http:// flic.kr/s/aHsjzBixGT,8,0,,,Announcement
234,2012-04-23 23:35:25,"Excited to announce that we opened our newest office in Hong Kong today, our 9th in the Asia Pacific Region. http:// ow.ly/atmuW #in",49,2,,#in,Announcement
235,2012-04-23 19:14:45,Check out @lindseypollak 's LinkedIn Groups tips for beginners? RT if you find it useful. http:// blog.linkedin.com/2012/04/23/lin kedin-groups-tips-2/ …,14,7,@lindseypollak,,Reply
236,2012-04-23 16:10:19,Do you have an extraordinary boss? 8 core beliefs of extraordinary bosses. http:// ow.ly/asWer (via @Inc ),36,13,@Inc,,Reply
237,2012-04-23 12:09:55,VIDEO: Exclusive @BBCBusiness interview with our CEO @jeffweiner on leading the field. http:// ow.ly/asw9S,6,1,@BBCBusiness @jeffweiner,,Reply
238,2012-04-20 18:39:48,"Do you spend time managing your ""personal brand""? Hear @quixotic on how it relates to the @StartUpofYou : http:// youtu.be/1419ltWPBDU",24,20,@quixotic @StartUpofYou,,Reply
239,2012-04-20 13:20:58,We're celebrating Earth Day for today's inDay! Check out this time lapse of our Earth week t-shirts and posters: http:// vimeo.com/40693173,12,2,,,Announcement
240,2012-04-19 19:47:57,3 ways to get the most out of your #internship via @thegirlontop . What advice do you have for interns? http:// ow.ly/aoLGc,24,9,@thegirlontop,#internship,Reply
241,2012-04-19 14:01:37,"@ladyguenwyvar @LinkedInToday @haydn1701 Nice, great to hear!",1,0,@ladyguenwyvar @LinkedInToday @haydn1701,,Reply
242,2012-04-19 11:04:33,Do you start your day reading news on @LinkedInToday ? http:// ow.ly/ao2WH (via @haydn1701 ),18,3,@LinkedInToday @haydn1701,,Reply
243,2012-04-18 17:55:05,"Do you want to work for LinkedIn? We've got positions open around the world. Meet our Int'l HR director, Connie Gibney! http:// youtu.be/fyv4CJGavlw",55,31,,,Announcement
244,2012-04-17 16:12:58,Agree or disagree? You should never take a counteroffer at your current company. http:// ow.ly/alsA5 (via @YahooNews ),15,4,@YahooNews,,Reply
245,2012-04-16 18:05:18,"@Max_Hersey Nice, that's what we like to hear.",0,0,@Max_Hersey,,Reply
246,2012-04-16 17:28:24,Kicking off Earth Week at LinkedIn HQ by test driving electric vehicles. What are you doing for #EarthWeek ? pic.twitter.com/FK6Ps2H9,12,4,,#EarthWeek,Announcement
247,2012-04-16 13:50:04,Moneyball and the HR Department. How big data is changing the way #HR professionals make decisions. http:// ow.ly/ajzLG (via @londonjames ),18,6,@londonjames,#HR,Reply
248,2012-04-13 18:34:01,Do you learn better from others or from experience? Hear @quixotic 's answer on his own start-ups and investments! http:// youtu.be/8UTVSsBbTvw #tech,4,5,@quixotic,#tech,Reply
249,2012-04-13 12:41:37,Seven words: LinkedIn's Timeless Guide To Small Business Success http:// smb.linkedincreatives.com #smb #entrepreneurs #economy,14,11,,#smb #entrepreneurs #economy,Announcement
250,2012-04-12 17:05:07,"@charliecurve Awesome, glad you're liking it!",4,0,@charliecurve,,Reply
251,2012-04-12 15:57:48,"Indeed! MT @davidcomp : According to @LinkedIn my 750 connections link me to 7,224,273+ professionals...the possibilities are endless.",5,0,@davidcomp @LinkedIn,,Reply
252,2012-04-12 15:30:36,"""Is a fun office really more important than a higher salary?"" Join the discussion on @HarvardBiz 's LinkedIn Group. http:// lnkd.in/tuxhKR",19,0,@HarvardBiz,,Reply
253,2012-04-11 15:37:49,Business schools encourage students to be active on LinkedIn during #job hunt. http:// ow.ly/adAgM (via @USNewsEducation ),39,5,@USNewsEducation,#job,Reply
254,2012-04-09 21:19:00,Got friends who have moved to a new city? Share Jodi Glickman's ( @greatonthejob ) tips for a successful job search. http:// blog.linkedin.com/2012/04/09/mov ing-cross-country-jobs/ …,17,6,@greatonthejob,,Reply
255,2012-04-09 18:18:10,Jodi Glickman ( @greatonthejob ) shares her career tips on successfully finding a job right after moving to a new city. http:// blog.linkedin.com/2012/04/09/mov ing-cross-country-jobs/ …,13,9,@greatonthejob,,Reply
256,2012-04-09 13:06:54,Start the week strong. Here are 8 tips on launching a successful job search - cross country? http:// blog.linkedin.com/2012/04/09/mov ing-cross-country-jobs/ …,20,7,,,Announcement
257,2012-04-09 11:46:05,@DaveKerpen That's what our @linkedintoday team likes to hear. Thanks!,2,0,@DaveKerpen @linkedintoday,,Reply
258,2012-04-06 16:55:26,LinkedIn's @quixotic drew on a range of experiences to write The @StartUpofYou . Where are your experiences pointing? http:// youtu.be/L7TQmsD2z7E,9,2,@quixotic @StartUpofYou,,Reply
259,2012-04-06 15:41:05,Anyone going on an egg hunt this weekend? pic.twitter.com/bwxuyCzv,14,3,,,Announcement
260,2012-04-06 15:03:01,@lindseypollak on how to use LinkedIn Company Pages to help with your Job Search - http:// blog.linkedin.com/2012/04/05/com pany-pages-jobs/ …,4,0,@lindseypollak,,Reply
261,2012-04-06 12:02:01,Must-read tips on job search using LinkedIn Company Pages - http:// blog.linkedin.com/2012/04/05/com pany-pages-jobs/ …,18,11,,,Announcement
262,2012-04-06 09:02:01,Did you read @lindseypollak ’s post from yesterday on using LinkedIn Company Pages to help with your Job Search: http:// blog.linkedin.com/2012/04/05/com pany-pages-jobs/ …,13,6,@lindseypollak,,Reply
263,2012-04-05 22:01:59,"For those who missed this, @lindseypollak on how @linkedin company pages can help your job search - http:// blog.linkedin.com/2012/04/05/com pany-pages-jobs/ …",13,13,@lindseypollak @linkedin,,Reply
264,2012-04-05 21:07:59,LinkedIn Company Pages is a great new tool to use in your job hunt. @lindseypollak ’s tips may help. http:// blog.linkedin.com/2012/04/05/com pany-pages-jobs/ …,16,8,@lindseypollak,,Reply
265,2012-04-05 19:41:08,"Unusual skill of the week: ""Found Objects"". Looks like Marcel Duchamp could've found work in this economy! http://www. linkedin.com/skills/skill/F ound_Objects … #skills #art",5,0,,#skills #art,Announcement
266,2012-04-05 19:32:39,@stevenstiefel Have you tried our free Job Seeker seminar? It might help you get your money's worth! Next is Apr 11: http:// learn.linkedin.com/jobseeker,0,0,@stevenstiefel,,Reply
267,2012-04-05 18:16:58,Do you have friends who are looking for a job. You may wanna share these tips with them - http:// blog.linkedin.com/2012/04/05/com pany-pages-jobs/ …,54,30,,,Announcement
268,2012-04-05 15:55:59,Have you fully utilized LinkedIn Company Pages in your job search? http:// blog.linkedin.com/2012/04/05/com pany-pages-jobs/ …,15,7,,,Announcement
269,2012-04-05 13:54:40,Check out our post of the day. @lindseypollak on “How to use LinkedIn Company Pages to help with your Job Search” - http:// blog.linkedin.com/2012/04/05/com pany-pages-jobs/ …,13,10,@lindseypollak,,Reply
270,2012-04-04 19:11:12,@Kimlegal Sounds like you've had lots of practice between those two professions!,3,0,@Kimlegal,,Reply
271,2012-04-04 19:10:17,@JennaHannon Leverage is key to an enjoyable negotiation! :),0,0,@JennaHannon,,Reply
272,2012-04-04 18:45:15,Question for our women followers: Do you like to negotiate? Our study says that 1 in 4 prefer to skip it: http:// onforb.es/HddUV1 via @Forbes,41,14,@Forbes,,Reply
273,2012-04-04 14:12:23,@ladyhappy Thanks Lauren! Our friends at @LinkedInToday are glad to hear it!,2,0,@ladyhappy @LinkedInToday,,Reply
274,2012-04-04 12:35:33,Thanks to @Mashable for these great ideas on how to use LinkedIn with a company website. Have you tried any of these? http:// mashable.com/2012/04/03/lin kedin-website-plugins …,23,12,@Mashable,,Reply
275,2012-04-03 18:33:00,"Have you checked out @bradmauney 's post on LinkedIn's new group search. Now, we've made it easier to find great groups http:// blog.linkedin.com/2012/04/03/new -group-search/ …",14,2,@bradmauney,,Reply
276,2012-04-03 17:50:11,You guys have to check out our new LinkedIn Group Search functionality. Here's a post from product lead @bradmauney http:// blog.linkedin.com/2012/04/03/new -group-search/ …,7,3,@bradmauney,,Reply
277,2012-04-03 12:00:07,Have you tried out the new LinkedIn integration with Payscale? You can check it out on their site right now. http://www. payscale.com/linkedin,16,8,,,Announcement
278,2012-04-03 11:00:06,"If you haven't seen our new post on how to negotiate like a pro, here it is http:// blog.linkedin.com/2012/04/03/neg otiating-tips/ … (by guest author @selenarezvani )",12,15,@selenarezvani,,Reply
279,2012-04-03 09:55:32,"RT @selenarezvani What a thrill to collab w/ LinkedIn on this negotiating survey! Check out the results, out today: http:// press.linkedin.com/node/1169",2,0,@selenarezvani,,Reply
280,2012-04-03 09:30:32,Here's our new post on 7 Tips to help Professionals Negotiate like Ninjas http:// blog.linkedin.com/2012/04/03/neg otiating-tips/ … by @selenarezvani,17,4,@selenarezvani,,Reply
281,2012-04-03 03:00:18,Sprechen Sie Deutsch? Follow @LinkedInDACH for German language news and updates!,13,2,@LinkedInDACH,,Reply
282,2012-04-02 19:15:38,Steal these 5 #hiring tips from a Google recruiter. Including using #LinkedIn to connect with talent. http:// ow.ly/a2oTV (via @Inc ),31,19,@Inc,#hiring #LinkedIn,Reply
283,2012-04-02 15:34:52,Welcome Polish speakers to LinkedIn! RT @nposner : LinkedIn launches Polish http:// lnkd.in/ayXRCS,15,1,@nposner,,Reply
284,2012-04-02 11:21:26,All of you should have access to the site. We've been back up for some time now. Thanks for your patience.,8,1,,,Announcement
285,2012-04-02 11:01:33,We're aware of issues some of you're having accessing the site. Our team is working hard at fixing it. Thanks for your patience. Stay tuned.,36,3,,,Announcement
286,2012-03-30 18:37:59,Can you be entrepreneurial when you're an employee? Here's LinkedIn Chairman & Co-founder @quixotic 's perspective: http:// youtu.be/7s41RDK-ChY,22,10,@quixotic,,Reply
287,2012-03-30 14:17:18,Sprechen Sie Deutsch? Folgen Sie uns auf Twitter at @LinkedInDACH !,8,3,@LinkedInDACH,,Reply
288,2012-03-29 14:55:15,If you're a publisher or blogger you may want to check out our tips on maximizing LinkedIn Groups. http:// blog.linkedin.com/2012/03/29/lin kedin-groups-publishers/ …,9,14,,,Announcement
289,2012-03-29 14:30:18,What are the biggest interview mistakes people make? Results of #LinkedIn poll revealed on @businessinsider . http:// ow.ly/9XpEk,39,10,@businessinsider,#LinkedIn,Reply
290,2012-03-29 11:51:24,Employees around the world spent our last #inDay focused on helping people achieve their career aspirations. Learn more http:// ow.ly/9XpzH,13,1,,#inDay,Announcement
291,2012-03-29 02:09:08,8 Tips for Publishers and Blogs on how best to use LinkedIn Groups - http:// blog.linkedin.com/2012/03/29/lin kedin-groups-publishers/ …,32,8,,,Announcement
292,2012-03-29 01:43:20,Check out a post on our most recent InDay. It's got pics too. http:// blog.linkedin.com/2012/03/29/asp ire-linkedin-to-your-future/ …,1,8,,,Announcement
293,2012-03-28 18:36:01,Have you seen the new People You May Know announced yesterday? Take a quick look in this video: http:// youtu.be/JmvumZbpaNI #pymk,8,4,,#pymk,Announcement
294,2012-03-28 18:18:01,Guess who's now the top social networking app in the App Store? Get it now at http:// itunes.apple.com/us/app/linkedi n/id288429040 … or http:// linkedin.com/mobile for other phones!,10,1,,,Announcement
295,2012-03-27 15:56:49,@erinteague Thanks! Will you be joining us for DevelopHer Hackday?,0,0,@erinteague,,Reply
296,2012-03-27 15:55:05,"Our new ""People You May Know"" makes it easier for you to grow your professional network. Try it out today! http:// ow.ly/9ULeO",29,6,,,Announcement
297,2012-03-27 15:42:01,@cipisec @UnsungHero97 Infographic is back up and running now. Check it out at http:// ow.ly/9UKgS .,1,1,@cipisec @UnsungHero97,,Reply
298,2012-03-27 12:51:19,@cipisec Thanks for letting us know. We're working on it.,2,0,@cipisec,,Reply
299,2012-03-27 12:49:40,@unsunghero97 Sorry about that. We are working on it. Stay tuned.,0,0,@unsunghero97,,Reply
300,2012-03-27 12:42:59,[INFOGRAPHIC] 3 out of 4 members use #LinkedIn to keep up on business news or research companies. http:// ow.ly/9UtAP (via @AdsonLinkedIn ),17,4,@AdsonLinkedIn,#LinkedIn,Reply
301,2012-03-26 14:35:38,8 mistakes to avoid in an online job interview. What's your best online video #interview tip? http:// ow.ly/9T5oc (via @CBSMoneyWatch ),28,13,@CBSMoneyWatch,#interview,Reply
302,2012-03-26 14:21:19,@digitalplanner Thanks! Our @LinkedInHelp team is blushing.,0,0,@digitalplanner @LinkedInHelp,,Reply
303,2012-03-26 12:34:09,Happiest job in America is Software QA Engineer according to @CareerBliss . Did your job make the top 20 list? http:// ow.ly/9ST3r,33,6,@CareerBliss,,Reply
304,2012-03-23 20:49:21,@bombaybadboy79 Almost! More info at http:// press.linkedin.com/about .,6,2,@bombaybadboy79,,Reply
305,2012-03-23 19:50:16,Color[in] at LinkedIn! Celebrating Holi at our HQ with streams of colors everywhere. #inday pic.twitter.com/oRqhLUwX,10,2,,#inday,Announcement
306,2012-03-23 18:01:34,Not lying may be a no-brainer. But here are 9 other tips to get the most out of LinkedIn! via @Forbes & @LinkedInToday : http:// onforb.es/GQWNK4,27,17,@Forbes @LinkedInToday,,Reply
307,2012-03-23 17:30:16,"If UNC, NC State, Ohio, Kansas had to engineer an actual road to the finals, which school has advantage? http:// lnkd.in/hoops4 #marchmadness",1,4,,#marchmadness,Announcement
308,2012-03-23 14:00:33,"Kentucky, Indiana, Baylor, Xavier made it to next round, but which school has the most CEOs on LinkedIn? http:// lnkd.in/hoops3 #marchmadness",7,3,,#marchmadness,Announcement
309,2012-03-23 11:28:55,Would you consider kindness a business strategy? Or just the right thing to do? http:// blogs.hbr.org/cs/2012/03/is_ kindness_a_strategy.html … via @LinkedInToday & @HarvardBiz,17,2,@LinkedInToday @HarvardBiz,,Reply
310,2012-03-22 23:25:22,"Great job, Syracuse! Visit LinkedIn Alumni to see who in your network is just a bit happier today. http:// lnkd.in/hoops6 #marchmadness",8,5,,#marchmadness,Announcement
311,2012-03-22 23:22:01,Congrats to Louisville! Visit LinkedIn Alumni to see who in your network is just a bit happier today. http:// lnkd.in/hoops5 #marchmadness,3,0,,#marchmadness,Announcement
312,2012-03-22 17:30:07,". @MSU_Basketball , @UofLSports , @MUAthletics_MBB , @GatorZoneMBK . Who has home court advantage in Phoenix? http:// lnkd.in/hoops1 #marchmadness",7,1,@MSU_Basketball @UofLSports @MUAthletics_MBB @GatorZoneMBK,#marchmadness,Reply
313,2012-03-22 14:30:14,"Syracuse, Wisconsin, Cincy, OSU. Which alumni have the most ""basketball"" in their #LinkedIn profiles. http:// lnkd.in/hoops2 #marchmadness",6,1,,#LinkedIn #marchmadness,Announcement
314,2012-03-22 11:34:23,Success! @erwwpr used LinkedIn to reach 'Ellen' show producers to offer tap-dancing student paid internship & housing. http:// ow.ly/9OBpo,11,1,@erwwpr,,Reply
315,2012-03-21 15:09:27,Have you ever been asked for your account passwords during a job interview? Story via @LinkedInToday & @YahooFinance http:// finance.yahoo.com/news/job-seeke rs-getting-asked-facebook-080920368.html …,1,0,@LinkedInToday @YahooFinance,,Reply
316,2012-03-21 13:56:26,Our monthly inDay has been selected as one of one of the best HR ideas of 2012! Updated link: http://www. hreonline.com/HRE/story.jsp? storyId=533345802 … via #HREOnline,8,3,,#HREOnline,Announcement
317,2012-03-21 13:55:41,@PawnAmerica Thanks for the heads up! Apparently that site doesn't load without the 'www'.,0,0,@PawnAmerica,,Reply
318,2012-03-21 12:31:23,Our monthly inDay has been selected as one of one of the best HR ideas of 2012! http:// hreonline.com/HRE/story.jsp? storyId=533345802 … via #HREOnline,6,0,,#HREOnline,Announcement
